module(equipment),timestamp,localtime,operation,voltageR,voltageS,voltageT,voltageRS,voltageST,voltageTR,currentR,currentS,currentT,activePower,powerFactorR,powerFactorS,powerFactorT,reactivePowerLagging,accumActiveEnergy,suspicious_reason,accum_diff
13(3호기),2025-03-09 10:34:10,2025-03-09 02:34:10,1,215.96,214.35,213.62,372.65,370.63,372.02,21.92,21.95,12.46,3226.89,91.23,91.79,97.43,600.08,9233667,accumActiveEnergy decreased,-3036.0
13(3호기),2025-03-09 10:34:15,2025-03-09 02:34:15,1,211.41,219.8,218.03,373.43,379.16,371.9,18.14,28.09,6.33,3037.04,97.82,87.35,88.63,463.38,9233671,accumActiveEnergy decreased,-3035.0
13(3호기),2025-03-09 10:34:20,2025-03-09 02:34:20,1,216.05,215.55,219.57,373.76,376.81,377.24,5.45,24.62,6.78,2125.8,93.43,93.24,96.22,548.26,9233674,accumActiveEnergy decreased,-3035.0
13(3호기),2025-03-09 10:34:25,2025-03-09 02:34:25,1,219.89,212.87,219.33,374.77,374.29,380.37,12.11,15.54,22.16,2888.39,94.84,95.37,99.23,853.66,9233678,accumActiveEnergy decreased,-3035.0
13(3호기),2025-03-09 10:34:30,2025-03-09 02:34:30,1,211.59,215.97,219.58,370.27,377.18,373.39,7.87,19.53,24.06,2977.76,90.47,96.49,85.53,331.8,9233682,accumActiveEnergy decreased,-3036.0
13(3호기),2025-03-09 10:34:35,2025-03-09 02:34:35,1,213.3,212.13,216.55,368.42,371.24,372.25,15.08,12.48,5.51,1881.95,90.48,96.74,96.31,415.25,9233685,accumActiveEnergy decreased,-3037.0
13(3호기),2025-03-09 10:34:40,2025-03-09 02:34:40,1,210.21,218.87,213.25,371.58,374.22,366.72,9.19,26.18,28.37,3656.46,87.77,98.94,97.24,604.56,9233690,accumActiveEnergy decreased,-3036.0
13(3호기),2025-03-09 10:34:45,2025-03-09 02:34:45,1,212.76,217.37,212.59,372.49,372.34,368.35,28.35,7.91,25.45,3510.11,87.46,90.52,86.85,436.16,9233695,accumActiveEnergy decreased,-3037.0
13(3호기),2025-03-09 10:34:50,2025-03-09 02:34:50,1,217.47,218.26,216.35,377.34,376.37,375.68,19.16,21.2,14.38,3174.25,89.97,98.62,89.08,893.55,9233699,accumActiveEnergy decreased,-3038.0
13(3호기),2025-03-09 10:34:55,2025-03-09 02:34:55,1,211.78,217.98,212.1,372.18,372.45,367.08,27.78,28.83,14.93,4089.32,98.79,91.69,88.77,1149.75,9233705,accumActiveEnergy decreased,-3036.0
13(3호기),2025-03-09 10:35:00,2025-03-09 02:35:00,1,212.0,210.21,215.98,365.63,369.08,370.63,21.48,23.05,13.63,3291.07,95.52,87.4,88.9,409.22,9233709,accumActiveEnergy decreased,-3035.0
13(3호기),2025-03-09 10:35:05,2025-03-09 02:35:05,1,211.87,217.06,215.75,371.46,374.82,370.33,27.87,29.26,24.69,4688.45,93.77,91.9,91.23,535.69,9233716,accumActiveEnergy decreased,-3032.0
13(3호기),2025-03-09 10:35:10,2025-03-09 02:35:10,1,214.5,216.43,214.43,373.19,373.13,371.46,9.11,21.6,9.97,2338.01,85.21,98.75,85.45,388.26,9233719,accumActiveEnergy decreased,-3031.0
13(3호기),2025-03-09 10:35:15,2025-03-09 02:35:15,1,210.98,217.82,213.35,371.34,373.39,367.47,12.91,23.31,9.18,2602.8,87.06,96.83,97.3,265.33,9233723,accumActiveEnergy decreased,-3031.0
13(3호기),2025-03-09 10:35:20,2025-03-09 02:35:20,1,217.22,212.72,213.01,372.32,368.68,372.58,29.0,12.75,13.39,3163.86,94.01,95.87,91.67,920.48,9233727,accumActiveEnergy decreased,-3033.0
13(3호기),2025-03-09 10:35:25,2025-03-09 02:35:25,1,210.83,216.95,218.66,370.45,377.24,371.94,15.82,5.51,14.88,2075.65,98.9,94.74,91.96,440.22,9233730,accumActiveEnergy decreased,-3034.0
13(3호기),2025-03-09 10:35:30,2025-03-09 02:35:30,1,214.84,219.73,214.79,376.34,376.3,372.06,10.58,27.71,26.45,3745.13,87.04,99.9,87.8,706.49,9233735,accumActiveEnergy decreased,-3033.0
13(3호기),2025-03-09 10:35:35,2025-03-09 02:35:35,1,217.33,212.79,215.3,372.48,370.72,374.65,26.38,26.95,22.85,4370.32,94.45,95.75,92.93,996.18,9233741,accumActiveEnergy decreased,-3033.0
13(3호기),2025-03-09 10:35:40,2025-03-09 02:35:40,1,217.44,214.66,211.68,374.2,369.21,371.61,20.39,9.62,22.81,3020.53,89.46,88.5,98.47,597.06,9233745,accumActiveEnergy decreased,-3033.0
13(3호기),2025-03-09 10:35:45,2025-03-09 02:35:45,1,215.8,213.35,219.81,371.64,375.11,377.24,13.02,10.22,16.09,2273.64,96.32,98.6,89.93,681.95,9233748,accumActiveEnergy decreased,-3033.0
13(3호기),2025-03-09 10:35:50,2025-03-09 02:35:50,1,212.74,213.72,218.25,369.32,374.09,373.23,8.58,29.53,27.63,3777.82,98.57,98.16,96.75,425.9,9233754,accumActiveEnergy decreased,-3031.0
13(3호기),2025-03-09 10:35:55,2025-03-09 02:35:55,1,219.07,212.29,210.05,373.56,365.75,371.62,25.54,28.31,7.59,3519.39,96.19,99.64,95.25,678.75,9233759,accumActiveEnergy decreased,-3031.0
13(3호기),2025-03-09 10:36:00,2025-03-09 02:36:00,1,213.36,214.4,215.58,370.44,372.36,371.46,26.14,13.32,10.79,2868.76,93.12,99.2,93.35,701.7,9233763,accumActiveEnergy decreased,-3032.0
13(3호기),2025-03-09 10:36:05,2025-03-09 02:36:05,1,215.33,210.47,219.46,368.74,372.32,376.53,10.52,28.62,20.26,3396.02,95.86,89.34,89.72,941.56,9233767,accumActiveEnergy decreased,-3033.0
13(3호기),2025-03-09 10:36:10,2025-03-09 02:36:10,1,215.1,215.5,215.17,372.89,372.95,372.61,24.39,13.14,15.49,3043.18,95.7,87.88,93.54,470.29,9233772,accumActiveEnergy decreased,-3032.0
13(3호기),2025-03-09 10:36:15,2025-03-09 02:36:15,1,214.84,218.28,213.89,375.08,374.26,371.28,12.27,14.27,20.65,2711.8,90.73,99.62,88.04,628.84,9233775,accumActiveEnergy decreased,-3032.0
13(3호기),2025-03-09 10:36:20,2025-03-09 02:36:20,1,214.29,213.74,215.97,370.67,372.13,372.6,20.56,28.87,14.23,3639.93,99.67,97.44,89.3,982.26,9233780,accumActiveEnergy decreased,-3033.0
13(3호기),2025-03-09 10:36:25,2025-03-09 02:36:25,1,214.14,212.46,218.33,369.43,373.06,374.52,19.01,5.63,24.36,2822.7,94.45,92.7,95.86,709.56,9233784,accumActiveEnergy decreased,-3033.0
13(3호기),2025-03-09 10:36:30,2025-03-09 02:36:30,1,210.28,219.67,215.48,372.33,376.84,368.71,15.94,29.16,5.57,2921.79,89.5,99.76,95.09,387.73,9233788,accumActiveEnergy decreased,-3034.0
13(3호기),2025-03-09 10:36:35,2025-03-09 02:36:35,1,211.98,210.41,218.4,365.79,371.35,372.7,24.97,28.96,15.35,3929.81,95.3,94.02,94.13,408.51,9233794,accumActiveEnergy decreased,-3034.0
13(3호기),2025-03-09 10:36:40,2025-03-09 02:36:40,1,213.56,217.16,213.73,373.01,373.16,370.03,16.29,28.15,22.72,3852.35,97.51,95.45,90.8,530.59,9233799,accumActiveEnergy decreased,-3034.0
13(3호기),2025-03-09 10:36:45,2025-03-09 02:36:45,1,211.81,214.01,214.72,368.75,371.28,369.37,21.21,6.08,19.27,2648.21,89.47,92.15,94.92,420.81,9233803,accumActiveEnergy decreased,-3034.0
13(3호기),2025-03-09 10:36:50,2025-03-09 02:36:50,1,211.44,213.87,211.87,368.31,368.69,366.58,26.36,22.28,15.75,3646.74,87.33,91.71,91.04,540.23,9233808,accumActiveEnergy decreased,-3034.0
13(3호기),2025-03-09 10:36:55,2025-03-09 02:36:55,1,218.81,219.74,217.88,379.78,378.98,378.18,9.85,20.13,6.62,2139.12,85.72,98.18,97.78,442.73,9233811,accumActiveEnergy decreased,-3035.0
13(3호기),2025-03-09 10:37:00,2025-03-09 02:37:00,1,218.54,218.13,219.94,378.15,379.36,379.72,20.41,28.07,15.92,3755.58,90.28,85.84,85.38,1003.69,9233816,accumActiveEnergy decreased,-3033.0
13(3호기),2025-03-09 10:37:05,2025-03-09 02:37:05,1,211.13,219.44,219.93,372.88,380.49,373.3,5.81,22.26,10.1,2221.77,93.84,92.17,96.39,548.66,9233819,accumActiveEnergy decreased,-3035.0
13(3호기),2025-03-09 10:37:10,2025-03-09 02:37:10,1,217.26,216.34,211.36,375.5,370.39,371.19,11.58,14.29,12.16,2181.17,89.47,86.92,86.3,637.12,9233822,accumActiveEnergy decreased,-3036.0
13(3호기),2025-03-09 10:37:15,2025-03-09 02:37:15,1,216.25,211.19,219.89,370.16,373.32,377.69,27.53,12.87,27.82,3943.42,98.56,91.51,97.13,1032.65,9233828,accumActiveEnergy decreased,-3034.0
13(3호기),2025-03-09 10:37:20,2025-03-09 02:37:20,1,213.72,217.1,211.7,373.08,371.34,368.41,5.27,25.89,14.37,2610.83,89.64,85.7,95.42,641.22,9233831,accumActiveEnergy decreased,-3034.0
13(3호기),2025-03-09 10:37:25,2025-03-09 02:37:25,1,213.25,213.62,216.92,369.67,372.84,372.53,19.83,10.92,8.98,2269.09,94.48,91.1,98.61,570.29,9233834,accumActiveEnergy decreased,-3034.0
13(3호기),2025-03-09 10:37:30,2025-03-09 02:37:30,1,216.69,214.93,218.96,373.78,375.75,377.27,23.31,5.27,5.36,1962.63,85.21,88.72,89.35,501.17,9233837,accumActiveEnergy decreased,-3034.0
13(3호기),2025-03-09 10:37:35,2025-03-09 02:37:35,1,212.65,218.47,212.49,373.35,373.21,368.17,29.39,16.72,16.93,3599.86,99.54,97.41,90.74,390.97,9233842,accumActiveEnergy decreased,-3034.0
13(3호기),2025-03-09 10:37:40,2025-03-09 02:37:40,1,215.61,212.48,212.61,370.73,368.12,370.84,15.1,26.7,23.2,3696.03,90.98,94.88,91.16,791.12,9233847,accumActiveEnergy decreased,-3035.0
13(3호기),2025-03-09 10:37:45,2025-03-09 02:37:45,1,211.85,212.7,215.28,367.66,370.63,369.9,26.91,11.3,7.25,2577.67,91.93,90.73,88.78,353.39,9233851,accumActiveEnergy decreased,-3037.0
13(3호기),2025-03-09 10:37:50,2025-03-09 02:37:50,1,210.03,216.64,212.55,369.5,371.68,365.95,10.29,26.78,11.01,2747.32,89.07,88.97,98.55,609.2,9233855,accumActiveEnergy decreased,-3038.0
13(3호기),2025-03-09 10:37:55,2025-03-09 02:37:55,1,210.68,215.28,212.12,368.88,370.13,366.15,28.79,11.55,27.9,3858.83,86.15,99.4,96.51,952.53,9233860,accumActiveEnergy decreased,-3036.0
13(3호기),2025-03-09 10:38:00,2025-03-09 02:38:00,1,210.12,210.13,213.81,363.93,367.13,367.12,25.97,8.86,18.32,2996.32,92.72,92.58,94.52,610.43,9233864,accumActiveEnergy decreased,-3036.0
13(3호기),2025-03-09 10:38:05,2025-03-09 02:38:05,1,217.72,211.18,219.53,371.43,373.0,378.66,20.24,27.94,24.0,4153.64,95.22,86.92,95.7,633.91,9233870,accumActiveEnergy decreased,-3036.0
13(3호기),2025-03-09 10:38:10,2025-03-09 02:38:10,1,216.54,212.65,210.54,371.67,366.48,369.84,19.91,22.82,9.5,2976.99,85.78,95.64,89.94,766.07,9233874,accumActiveEnergy decreased,-3036.0
13(3호기),2025-03-09 10:38:15,2025-03-09 02:38:15,1,217.86,210.09,216.23,370.6,369.2,375.92,19.79,18.17,12.83,2908.09,95.71,85.87,91.73,584.51,9233878,accumActiveEnergy decreased,-3036.0
13(3호기),2025-03-09 10:38:20,2025-03-09 02:38:20,1,211.78,213.01,214.4,367.87,370.14,369.07,9.76,8.45,18.5,2088.75,98.98,90.91,96.4,241.19,9233881,accumActiveEnergy decreased,-3037.0
13(3호기),2025-03-09 10:38:25,2025-03-09 02:38:25,1,211.33,211.95,214.8,366.57,369.57,369.03,6.01,9.02,29.74,2551.85,95.25,91.08,99.73,662.4,9233885,accumActiveEnergy decreased,-3037.0
13(3호기),2025-03-09 10:38:30,2025-03-09 02:38:30,1,210.43,216.37,214.98,369.61,373.55,368.41,26.41,7.76,19.12,3025.76,92.03,86.62,97.92,704.64,9233889,accumActiveEnergy decreased,-3037.0
13(3호기),2025-03-09 10:38:35,2025-03-09 02:38:35,1,219.81,212.09,217.82,374.03,372.3,378.99,17.11,5.84,29.65,3055.41,99.54,95.92,88.41,588.76,9233893,accumActiveEnergy decreased,-3038.0
13(3호기),2025-03-09 10:38:40,2025-03-09 02:38:40,1,213.43,219.3,214.01,374.75,375.24,370.16,5.18,23.23,16.56,2598.24,90.62,95.3,91.1,664.26,9233897,accumActiveEnergy decreased,-3038.0
13(3호기),2025-03-09 10:38:45,2025-03-09 02:38:45,1,218.83,217.64,219.0,377.99,378.13,379.16,28.81,16.66,20.96,3871.92,85.74,99.71,89.99,443.18,9233902,accumActiveEnergy decreased,-3038.0
13(3호기),2025-03-09 10:38:50,2025-03-09 02:38:50,1,217.2,218.78,215.22,377.56,375.85,374.48,28.7,24.33,23.41,4425.39,88.31,99.03,86.86,773.31,9233908,accumActiveEnergy decreased,-3037.0
13(3호기),2025-03-09 10:38:55,2025-03-09 02:38:55,1,218.07,216.0,218.15,375.9,375.97,377.76,15.18,24.1,24.11,3673.99,89.21,98.55,88.9,983.68,9233913,accumActiveEnergy decreased,-3034.0
13(3호기),2025-03-09 10:39:00,2025-03-09 02:39:00,1,211.69,215.84,211.44,370.24,370.02,366.43,23.54,28.35,28.77,4583.32,93.27,96.87,92.93,466.51,9233920,accumActiveEnergy decreased,-3033.0
13(3호기),2025-03-09 10:39:05,2025-03-09 02:39:05,1,215.58,214.18,211.42,372.17,368.57,369.78,8.64,28.37,17.46,3101.43,98.26,92.6,94.34,571.83,9233924,accumActiveEnergy decreased,-3033.0
13(3호기),2025-03-09 10:39:10,2025-03-09 02:39:10,1,213.02,212.69,219.56,368.67,374.33,374.62,22.72,22.58,5.83,2913.34,91.18,94.0,93.35,818.83,9233928,accumActiveEnergy decreased,-3034.0
13(3호기),2025-03-09 10:39:15,2025-03-09 02:39:15,1,213.91,219.7,212.99,375.5,374.71,369.7,15.05,11.67,7.66,1977.81,88.05,92.88,96.21,426.96,9233931,accumActiveEnergy decreased,-3035.0
13(3호기),2025-03-09 10:39:20,2025-03-09 02:39:20,1,216.16,216.5,211.88,374.68,370.98,370.68,23.85,26.98,21.12,4125.16,91.73,92.83,89.7,1019.75,9233936,accumActiveEnergy decreased,-3032.0
13(3호기),2025-03-09 10:39:25,2025-03-09 02:39:25,1,216.07,213.28,214.54,371.82,370.49,372.91,28.59,20.01,12.43,3496.89,93.99,88.36,98.28,820.73,9233941,accumActiveEnergy decreased,-3031.0
13(3호기),2025-03-09 10:39:30,2025-03-09 02:39:30,1,214.69,210.93,210.08,368.58,364.6,367.85,12.75,12.67,15.97,2337.12,98.66,92.26,85.45,481.05,9233945,accumActiveEnergy decreased,-3032.0
13(3호기),2025-03-09 10:39:35,2025-03-09 02:39:35,1,216.85,215.32,213.1,374.26,371.01,372.34,16.9,5.46,16.27,2215.58,96.49,91.25,94.32,492.08,9233948,accumActiveEnergy decreased,-3033.0
13(3호기),2025-03-09 10:39:40,2025-03-09 02:39:40,1,219.46,213.25,212.47,374.73,368.67,374.05,18.15,19.2,10.71,2760.91,89.57,99.57,93.87,685.89,9233951,accumActiveEnergy decreased,-3034.0
13(3호기),2025-03-09 10:39:45,2025-03-09 02:39:45,1,215.49,217.69,215.1,375.13,374.8,372.89,9.64,20.67,20.68,2940.37,91.27,87.73,97.45,390.81,9233956,accumActiveEnergy decreased,-3033.0
13(3호기),2025-03-09 10:39:50,2025-03-09 02:39:50,1,217.2,216.42,213.27,375.51,372.11,372.78,15.95,29.72,26.51,4147.25,99.09,92.8,88.14,740.76,9233961,accumActiveEnergy decreased,-3033.0
13(3호기),2025-03-09 10:39:55,2025-03-09 02:39:55,1,212.45,212.79,216.86,368.25,372.08,371.78,26.2,24.49,20.52,4060.62,90.63,87.0,85.08,585.77,9233967,accumActiveEnergy decreased,-3031.0
13(3호기),2025-03-09 10:40:00,2025-03-09 02:40:00,1,211.93,216.45,211.34,370.97,370.47,366.55,7.84,24.91,15.95,2779.75,91.81,92.61,96.38,488.45,9233971,accumActiveEnergy decreased,-3032.0
13(3호기),2025-03-09 10:40:05,2025-03-09 02:40:05,1,216.49,216.28,211.48,374.78,370.44,370.62,7.87,23.27,28.58,3408.43,98.74,90.99,99.72,980.97,9233976,accumActiveEnergy decreased,-3030.0
13(3호기),2025-03-09 10:40:10,2025-03-09 02:40:10,1,213.21,215.05,216.48,370.88,373.71,372.11,15.49,26.79,26.03,3920.06,95.99,90.41,93.63,785.09,9233981,accumActiveEnergy decreased,-3030.0
13(3호기),2025-03-09 10:40:15,2025-03-09 02:40:15,1,217.22,212.58,213.84,372.21,369.28,373.3,16.85,24.33,10.47,2952.74,95.05,95.39,90.77,776.51,9233985,accumActiveEnergy decreased,-3031.0
13(3호기),2025-03-09 10:40:20,2025-03-09 02:40:20,1,214.86,217.42,214.8,374.35,374.3,372.08,20.62,5.09,6.4,1843.49,92.89,94.14,94.81,415.8,9233988,accumActiveEnergy decreased,-3030.0
13(3호기),2025-03-09 10:40:25,2025-03-09 02:40:25,1,213.85,218.81,213.42,374.69,374.31,370.02,18.73,18.78,20.25,3316.19,90.24,97.86,88.66,481.41,9233992,accumActiveEnergy decreased,-3031.0
13(3호기),2025-03-09 10:40:30,2025-03-09 02:40:30,1,211.13,211.11,215.87,365.66,369.76,369.78,5.57,13.73,13.78,1880.0,92.6,98.79,87.44,346.44,9233995,accumActiveEnergy decreased,-3033.0
13(3호기),2025-03-09 10:40:35,2025-03-09 02:40:35,1,217.38,219.07,213.26,377.96,374.39,372.93,20.47,9.11,26.63,3232.98,98.62,94.62,86.79,562.19,9233999,accumActiveEnergy decreased,-3035.0
13(3호기),2025-03-09 10:40:40,2025-03-09 02:40:40,1,216.72,219.02,215.32,377.35,376.14,374.14,16.52,25.66,22.76,3760.68,98.87,86.01,91.29,510.81,9234005,accumActiveEnergy decreased,-3032.0
13(3호기),2025-03-09 10:40:45,2025-03-09 02:40:45,1,211.03,214.72,212.83,368.7,370.26,367.07,27.0,7.93,13.9,2762.17,96.54,99.63,86.26,321.2,9234008,accumActiveEnergy decreased,-3034.0
13(3호기),2025-03-09 10:40:50,2025-03-09 02:40:50,1,210.38,213.97,210.86,367.49,367.9,364.8,27.33,15.76,16.76,3374.58,85.33,95.13,88.38,879.01,9234013,accumActiveEnergy decreased,-3031.0
13(3호기),2025-03-09 10:40:55,2025-03-09 02:40:55,1,213.83,219.18,210.43,374.99,372.04,367.41,15.4,22.64,8.91,2701.26,94.03,91.18,99.6,486.43,9234017,accumActiveEnergy decreased,-3030.0
13(3호기),2025-03-09 10:41:00,2025-03-09 02:41:00,1,217.17,216.0,215.42,375.13,373.61,374.62,22.35,23.18,13.61,3411.27,92.81,95.32,97.03,643.4,9234022,accumActiveEnergy decreased,-3029.0
13(3호기),2025-03-09 10:41:05,2025-03-09 02:41:05,1,210.79,216.37,219.67,369.92,377.62,372.78,26.2,27.34,6.56,3434.13,87.34,97.42,96.96,370.25,9234026,accumActiveEnergy decreased,-3029.0
13(3호기),2025-03-09 10:41:10,2025-03-09 02:41:10,1,215.12,213.09,218.89,370.83,374.1,375.85,6.47,18.57,22.5,2739.15,89.43,88.79,85.18,689.81,9234030,accumActiveEnergy decreased,-3029.0
13(3호기),2025-03-09 10:41:15,2025-03-09 02:41:15,1,218.8,219.18,213.94,379.29,375.08,374.75,11.38,26.55,22.05,3474.0,92.11,93.47,87.38,437.3,9234035,accumActiveEnergy decreased,-3029.0
13(3호기),2025-03-09 10:41:20,2025-03-09 02:41:20,1,219.52,210.44,211.12,372.35,365.07,372.94,16.47,29.57,23.29,3934.54,85.65,97.92,94.75,844.1,9234040,accumActiveEnergy decreased,-3028.0
13(3호기),2025-03-09 10:41:25,2025-03-09 02:41:25,1,214.81,217.75,216.01,374.59,375.64,373.09,16.62,16.86,17.72,2951.76,92.66,96.16,95.83,427.32,9234045,accumActiveEnergy decreased,-3027.0
13(3호기),2025-03-09 10:41:30,2025-03-09 02:41:30,1,219.38,215.5,216.14,376.61,373.81,377.17,28.92,8.91,24.89,3638.3,96.76,95.04,94.73,733.47,9234050,accumActiveEnergy decreased,-3027.0
13(3호기),2025-03-09 10:41:35,2025-03-09 02:41:35,1,215.34,214.35,213.86,372.12,370.83,371.69,14.01,18.68,14.16,2679.92,89.76,87.93,95.31,432.1,9234053,accumActiveEnergy decreased,-3029.0
13(3호기),2025-03-09 10:41:40,2025-03-09 02:41:40,1,217.99,217.43,211.79,377.07,371.7,372.19,28.0,9.69,18.8,3250.87,86.35,97.57,90.56,846.93,9234058,accumActiveEnergy decreased,-3029.0
13(3호기),2025-03-09 10:41:45,2025-03-09 02:41:45,1,217.07,210.05,211.03,369.89,364.65,370.74,21.02,22.01,29.97,4136.41,94.92,92.79,90.29,594.86,9234064,accumActiveEnergy decreased,-3025.0
13(3호기),2025-03-09 10:41:50,2025-03-09 02:41:50,1,212.33,216.15,218.02,371.06,375.99,372.68,22.87,7.68,8.98,2259.65,91.1,98.73,85.19,382.59,9234067,accumActiveEnergy decreased,-3027.0
13(3호기),2025-03-09 10:41:55,2025-03-09 02:41:55,1,217.51,210.04,212.64,370.26,366.05,372.51,9.45,22.35,26.88,3323.94,98.96,88.71,92.13,544.73,9234071,accumActiveEnergy decreased,-3025.0
13(3호기),2025-03-09 10:42:00,2025-03-09 02:42:00,1,215.33,212.11,215.44,370.17,370.26,373.05,19.97,19.26,24.43,3639.84,86.47,98.94,85.93,433.8,9234076,accumActiveEnergy decreased,-3026.0
13(3호기),2025-03-09 10:42:05,2025-03-09 02:42:05,1,219.14,213.39,218.82,374.58,374.3,379.28,14.98,10.95,20.8,2712.24,85.69,98.43,92.73,768.04,9234080,accumActiveEnergy decreased,-3026.0
13(3호기),2025-03-09 10:42:10,2025-03-09 02:42:10,1,218.26,216.08,218.28,376.14,376.15,378.04,5.6,9.34,14.95,1734.1,90.47,98.07,88.15,335.62,9234083,accumActiveEnergy decreased,-3028.0
13(3호기),2025-03-09 10:42:15,2025-03-09 02:42:15,1,217.69,212.26,210.02,372.34,365.7,370.4,19.77,13.43,29.32,3549.7,94.97,90.01,98.01,742.48,9234088,accumActiveEnergy decreased,-3028.0
13(3호기),2025-03-09 10:42:20,2025-03-09 02:42:20,1,219.74,214.87,217.52,376.37,374.45,378.67,29.17,21.94,18.69,4050.42,99.12,96.89,94.07,900.91,9234093,accumActiveEnergy decreased,-3028.0
13(3호기),2025-03-09 10:42:25,2025-03-09 02:42:25,1,211.58,211.38,214.28,366.28,368.62,368.79,7.72,26.38,24.1,3299.52,85.66,99.01,93.27,723.6,9234098,accumActiveEnergy decreased,-3029.0
13(3호기),2025-03-09 10:42:30,2025-03-09 02:42:30,1,210.6,214.42,213.7,368.07,370.75,367.45,23.72,11.16,25.51,3423.93,91.8,86.55,98.57,1010.1,9234102,accumActiveEnergy decreased,-3031.0
13(3호기),2025-03-09 10:42:35,2025-03-09 02:42:35,1,216.31,217.72,217.39,375.87,376.81,375.59,11.32,24.09,29.59,3766.5,87.85,91.31,92.74,575.46,9234108,accumActiveEnergy decreased,-3030.0
13(3호기),2025-03-09 10:42:40,2025-03-09 02:42:40,1,217.53,216.73,210.34,376.07,369.84,370.54,24.02,23.66,15.88,3651.07,89.55,92.86,89.56,983.41,9234113,accumActiveEnergy decreased,-3029.0
13(3호기),2025-03-09 10:42:45,2025-03-09 02:42:45,1,211.38,210.25,219.93,365.14,372.54,373.51,24.19,11.47,13.11,2775.66,99.66,90.1,99.31,317.96,9234117,accumActiveEnergy decreased,-3029.0
13(3호기),2025-03-09 10:42:50,2025-03-09 02:42:50,1,219.75,210.46,212.7,372.56,366.45,374.5,8.36,26.98,20.14,3146.66,92.98,96.04,90.59,888.27,9234121,accumActiveEnergy decreased,-3031.0
13(3호기),2025-03-09 10:42:55,2025-03-09 02:42:55,1,217.84,210.17,213.62,370.66,367.01,373.65,29.67,29.05,14.48,4176.81,86.17,86.8,93.31,878.59,9234127,accumActiveEnergy decreased,-3028.0
13(3호기),2025-03-09 10:43:00,2025-03-09 02:43:00,1,215.3,211.28,214.46,369.42,368.68,372.17,12.73,15.21,6.91,1983.41,95.6,85.29,87.96,488.99,9234130,accumActiveEnergy decreased,-3029.0
13(3호기),2025-03-09 10:43:05,2025-03-09 02:43:05,1,211.4,218.95,211.16,372.68,372.47,365.94,11.89,24.17,15.23,2939.15,99.43,99.78,96.8,684.94,9234134,accumActiveEnergy decreased,-3029.0
13(3호기),2025-03-09 10:43:10,2025-03-09 02:43:10,1,210.41,219.45,212.71,372.26,374.26,366.43,5.45,27.17,15.67,2784.74,93.11,89.52,98.88,598.61,9234138,accumActiveEnergy decreased,-3028.0
13(3호기),2025-03-09 10:43:15,2025-03-09 02:43:15,1,210.82,213.51,215.88,367.47,371.85,369.53,17.24,22.07,24.9,3659.44,99.79,86.56,87.58,489.93,9234143,accumActiveEnergy decreased,-3028.0
13(3호기),2025-03-09 10:43:20,2025-03-09 02:43:20,1,217.16,210.85,214.31,370.65,368.19,373.65,23.24,26.52,15.67,3732.81,92.25,89.36,99.05,705.52,9234148,accumActiveEnergy decreased,-3027.0
13(3호기),2025-03-09 10:43:25,2025-03-09 02:43:25,1,213.78,218.27,219.75,374.15,379.32,375.43,24.11,25.9,19.49,4024.24,98.47,89.23,92.96,1144.43,9234153,accumActiveEnergy decreased,-3027.0
13(3호기),2025-03-09 10:43:30,2025-03-09 02:43:30,1,218.69,210.82,216.71,371.96,370.25,377.06,5.01,14.52,11.54,1775.39,96.24,91.33,96.68,354.19,9234156,accumActiveEnergy decreased,-3029.0
13(3호기),2025-03-09 10:43:35,2025-03-09 02:43:35,1,210.33,219.52,219.21,372.25,379.95,371.99,21.52,14.17,28.91,3726.34,99.84,86.55,97.0,543.38,9234161,accumActiveEnergy decreased,-3028.0
13(3호기),2025-03-09 10:43:40,2025-03-09 02:43:40,1,213.13,217.15,211.2,372.63,370.95,367.47,12.08,14.29,27.19,3045.12,98.08,99.56,95.77,494.37,9234165,accumActiveEnergy decreased,-3028.0
13(3호기),2025-03-09 10:43:45,2025-03-09 02:43:45,1,218.38,211.32,219.3,372.11,372.92,379.03,10.91,6.1,26.61,2535.5,98.09,96.99,88.0,292.33,9234169,accumActiveEnergy decreased,-3028.0
13(3호기),2025-03-09 10:43:50,2025-03-09 02:43:50,1,219.66,219.46,210.12,380.28,372.01,372.19,15.47,29.31,17.04,3576.38,90.3,99.23,98.25,1052.99,9234174,accumActiveEnergy decreased,-3028.0
